Initial Time,Final Time,Speed,Distance,Acceleration
17:13:13,17:13:15,7.210400951040773,0.004005778306133763,1.3012373864204059
17:13:15,17:13:17,8.341291732630589,0.004634050962572549,0.565445390794908
17:13:17,17:13:19,8.080662098352379,0.004489256721306878,-0.1303148171391051
17:13:19,17:13:21,7.233391808366675,0.004018551004648153,-0.42363514499285193
17:13:21,17:13:23,7.771331144425645,0.00431740619134758,0.26896966802948485
17:13:23,17:13:25,7.291521006580706,0.004050845003655948,-0.23990506892246932
17:13:25,17:13:27,7.848156147133575,0.004360086748407542,0.27831757027643445
17:13:27,17:13:29,9.088407069507443,0.005049115038615246,0.6201254611869342
17:13:29,17:13:31,8.501070404731838,0.004722816891517687,-0.2936683323878029
17:13:31,17:13:33,8.028586683069747,0.004460325935038748,-0.23624186083104526
17:13:33,17:13:35,9.922126432308808,0.005512292462393782,0.9467698746195303
17:13:35,17:13:37,11.054638141079973,0.006141465633933319,0.5662558543855827
17:13:37,17:13:39,12.524728102697901,0.006958182279276612,0.7350449808089641
17:13:39,17:13:41,11.735086312449102,0.006519492395805056,-0.39482089512439966
17:13:41,17:13:43,9.935828594889484,0.005519904774938602,-0.8996288587798089
17:13:43,17:13:45,10.663495641372908,0.0059241642452071705,0.3638335232417118
17:13:45,17:13:47,10.002872636236967,0.005557151464576093,-0.33031150256797037
17:13:47,17:13:49,10.368029916959651,0.005760016620533139,0.18257864036134208
17:13:49,17:13:51,12.179879508039583,0.006766599726688658,0.9059247955399661
17:13:51,17:13:53,14.880511303486173,0.008266950724158985,1.350315897723295
17:13:53,17:13:55,11.199819858682062,0.006222122143712257,-1.8403457224020556
17:13:55,17:13:57,8.897685832271671,0.004943158795706484,-1.1510670132051954
17:13:57,17:13:59,9.717760722161483,0.00539875595675638,0.4100374449449058
17:13:59,17:14:01,9.693090982880642,0.005385050546044801,-0.012334869640420187
17:14:01,17:14:03,7.028900529160763,0.0039049447384226464,-1.3320952268599395
17:14:03,17:14:05,5.101892274879946,0.0028343845971555257,-0.9635041271404088
17:14:05,17:14:07,6.341459197568511,0.003523032887538062,0.6197834613442827
17:14:07,17:14:09,6.2737580491807945,0.0034854211384337747,-0.033850574193858396
17:14:09,17:14:11,7.270528537815093,0.0040391825210083845,0.49838524431714903
17:14:11,17:14:13,7.179703900348171,0.0039887243890823175,-0.045412318733460744
17:14:13,17:14:15,6.457958199786847,0.0035877545554371375,-0.36087285028066196
17:14:15,17:14:17,4.698571753143951,0.002610317640635528,-0.8796932233214481
17:14:17,17:14:19,5.898937814324063,0.0032771876746244795,0.6001830305900562
17:14:19,17:14:21,5.408328555999048,0.0030046269755550263,-0.24530462916250784
17:14:21,17:14:23,6.691329469742343,0.0037174052609679686,0.6415004568716478
17:14:23,17:14:25,9.076042236715985,0.005042245687064436,1.1923563834868207
17:14:25,17:14:27,8.03948567502955,0.004466380930571972,-0.5182782808432176
17:14:27,17:14:29,9.164052878232146,0.005091140487906748,0.5622836016012984
17:14:29,17:14:31,8.83973228472671,0.004910962380403727,-0.16216029675271848
17:14:31,17:14:33,10.463510621772498,0.0058130614565402765,0.8118891685228942
17:14:33,17:14:35,11.127770498951218,0.006182094721639566,0.33212993858936013
17:14:35,17:14:37,10.377642654256679,0.0057653570301426,-0.3750639223472696
17:14:37,17:14:39,9.848007670985329,0.005471115372769627,-0.26481749163567514
17:14:39,17:14:41,9.85439606026151,0.005474664477923061,0.003194194638091119
17:14:41,17:14:43,7.671396778503535,0.0042618870991686306,-1.0914996408789879
17:14:43,17:14:45,7.834575252908094,0.004352541807171163,0.08158923720227929
17:14:45,17:14:47,10.709175605502935,0.005949542003057186,1.4373001762974207
17:14:47,17:14:49,12.469570958069847,0.006927539421149915,0.8801976762834558
17:14:49,17:14:51,15.012545379111016,0.008340302988395009,1.2714872105205846
17:14:51,17:14:53,15.898670757604407,0.008832594865335781,0.44306268924669556
17:14:53,17:14:55,17.76029281317388,0.009866829340652156,0.9308110277847366
17:14:55,17:14:57,19.34469514583344,0.010747052858796357,0.7922011663297805
17:14:57,17:14:59,19.39701449180555,0.010776119162114194,0.02615967298605426
17:14:59,17:15:01,18.73766079517366,0.010409811552874255,-0.3296768483159447
17:15:01,17:15:03,17.103700091616847,0.009502055606453804,-0.8169803517784064
17:15:03,17:15:05,16.23515835069119,0.009019532417050662,-0.43427087046282864
17:15:05,17:15:07,15.039212792729487,0.008355118218183048,-0.5979727789808518
17:15:07,17:15:09,13.078825625642006,0.007266014236467781,-0.9801935835437403
17:15:09,17:15:11,12.818630257341525,0.007121461254078625,-0.1300976841502406
17:15:11,17:15:13,13.153875802463066,0.007307708779146147,0.16762277256077063
17:15:13,17:15:15,9.79754175376512,0.005443078752091733,-1.6781670243489728
17:15:15,17:15:17,8.402994463881328,0.0046683302577118484,-0.6972736449418964
17:15:17,17:15:19,6.394359711873994,0.003552422062152219,-1.0043173760036668
17:15:19,17:15:21,4.759783490294798,0.002644324161274888,-0.817288110789598
17:15:21,17:15:23,3.6572165379998385,0.0020317869655554657,-0.5512834761474799
17:15:23,17:15:25,3.893725463232669,0.0021631808129070383,0.11825446261641526
17:15:25,17:15:27,6.447579469753938,0.0035819885943077436,1.2769270032606346
17:15:27,17:15:29,5.216570475046404,0.002898094708359113,-0.6155044973537671
17:15:29,17:15:31,5.831365032570424,0.003239647240316902,0.30739727876200984
17:15:31,17:15:33,3.574823657640234,0.0019860131431334634,-1.1282706874650947
17:15:33,17:15:35,0.8567965696711749,0.00047599809426176386,-1.3590135439845297
17:15:35,17:15:37,1.269307730552855,0.0007051709614182528,0.20625558044084008
17:15:37,17:15:39,7.011436851050785,0.003895242695028214,2.871064560248965
17:15:39,17:15:41,14.943210926458304,0.008301783848032391,3.9658870377037596
17:15:41,17:15:43,19.60598089750719,0.010892211609726216,2.3313849855244433
17:15:43,17:15:45,22.555787494648484,0.012530993052582491,1.4749032985706467
17:15:45,17:15:47,23.920004834371934,0.013288891574651074,0.6821086698617247
17:15:47,17:15:49,24.719667821221776,0.013733148789567653,0.3998314934249212
17:15:49,17:15:51,24.4248615190879,0.01356936751060439,-0.14740315106693735
17:15:51,17:15:53,23.83049281791611,0.01323916267662006,-0.297184350585896
17:15:53,17:15:55,24.173400267382576,0.013429666815212541,0.17145372473323306
17:15:55,17:15:57,25.046688751007316,0.013914827083892953,0.4366442418123704
17:15:57,17:15:59,26.124621954028214,0.014513678863349007,0.5389666015104488
17:15:59,17:16:01,26.448514247275078,0.014693619026263932,0.16194614662343199
17:16:01,17:16:03,21.55080286281418,0.01197266825711899,-2.448855692230449
17:16:03,17:16:05,13.549452058522482,0.007527473365845823,-4.000675402145849
17:16:05,17:16:07,4.79797153218184,0.0026655397401010223,-4.375740263170321
17:16:07,17:16:09,6.4749118478136785,0.003597173248785377,0.838470157815919
17:16:09,17:16:11,6.5141669205193296,0.0036189816225107386,0.019627536352825548
17:16:11,17:16:13,2.6117437726021406,0.0014509687625567447,-1.9512115739585945
17:16:13,17:16:15,0.2206182894721208,0.00012256571637340045,-1.1955627415650099
17:16:15,17:16:17,0.1513647132242952,8.409150734683068e-05,-0.0346267881239128
17:16:17,17:16:19,0.4425964001356291,0.0002458868889642384,0.14561584345566697
17:16:19,17:16:21,1.8486315673606655,0.001027017537422592,0.7030175836125182
17:16:21,17:16:23,1.8703450463374853,0.001039080581298603,0.010856739488409928
17:16:23,17:16:25,1.4027952773137655,0.0007793307096187586,-0.2337748845118599
17:16:25,17:16:27,0.2572563982632902,0.00014292022125738345,-0.5727694395252376
17:16:27,17:16:29,0.6100415997049787,0.0003389119998360993,0.17639260072084426
17:16:29,17:16:31,3.719016986699348,0.0020661205481663043,1.5544876934971845
17:16:31,17:16:33,2.1172149768251143,0.001176230542680619,-0.8009010049371168
17:16:33,17:16:35,0.23885316688749889,0.00013269620382638827,-0.9391809049688077
17:16:35,17:16:37,0.26720829877551056,0.00014844905487528364,0.014177565944005835
17:16:37,17:16:39,1.1231525638301403,0.0006239736465723001,0.42797213252731486
17:16:39,17:16:41,2.1108228512272205,0.0011726793617929001,0.4938351436985401
17:16:41,17:16:43,1.260204684951621,0.0007001137138620117,-0.4253090831377997
17:16:43,17:16:45,0.3172093636907707,0.00017622742427265037,-0.4714976606304252
17:16:45,17:16:47,1.5520179721437077,0.0008622322067465042,0.6174043042264685
17:16:47,17:16:49,4.695664755948055,0.002608702642193364,1.5718233919021736
17:16:49,17:16:51,5.561490359008462,0.0030897168661158125,0.4329128015302035
17:16:51,17:16:53,3.380512665898458,0.00187806259216581,-1.090488846555002
17:16:53,17:16:55,0.732493065378476,0.00040694059187693115,-1.324009800259991
17:16:55,17:16:57,0.284904970155104,0.0001582805389750578,-0.223794047611686
17:16:57,17:16:59,0.19911942830513296,0.00011062190461396275,-0.04289277092498553
17:16:59,17:17:01,0.3210360423843277,0.00017835335688018205,0.06095830703959737
17:17:01,17:17:03,0.5128766038013673,0.0002849314465563152,0.09592028070851982
17:17:03,17:17:05,6.595009489444383,0.0036638941608024347,3.0410664428215077
17:17:05,17:17:07,12.453265843958846,0.006918481024421581,2.9291281772572315
17:17:07,17:17:09,16.880176354946684,0.009377875752748158,2.213455255493919
17:17:09,17:17:11,20.008509031702427,0.011115838350945793,1.5641663383778717
17:17:11,17:17:13,22.62103123906145,0.01256723957725636,1.3062611036795104
17:17:13,17:17:15,25.11849901511199,0.013954721675062216,1.2487338880252707
17:17:15,17:17:17,27.546063755101024,0.015303368752833902,1.213782369994517
17:17:17,17:17:19,28.890853179989897,0.016050473988883276,0.6723947124444365
17:17:19,17:17:21,26.647332939896273,0.01480407385549793,-1.1217601200468117
17:17:21,17:17:23,22.29848285358523,0.012388046029769572,-2.174425043155521
17:17:23,17:17:25,20.14220686964877,0.01119011492758265,-1.0781379919682301
17:17:25,17:17:27,18.046567703160466,0.01002587094620026,-1.0478195832441521
17:17:27,17:17:29,16.822169308998323,0.00934564961611018,-0.6121991970810718
17:17:29,17:17:31,11.681159227477158,0.006489532904153977,-2.5705050407605823
17:17:31,17:17:33,9.790159921496898,0.0054389777341649435,-0.9454996529901303
17:17:33,17:17:35,7.932350031252329,0.004406861128473516,-0.9289049451222842
17:17:35,17:17:37,7.046934591593812,0.003914963661996562,-0.4427077198292584
17:17:37,17:17:39,4.142009699639439,0.0023011164997996884,-1.4524624459771869
17:17:39,17:17:41,5.581637564610438,0.00310090975811691,0.7198139324854997
17:17:41,17:17:43,8.356385842479881,0.004642436579155489,1.3873741389347214
17:17:43,17:17:45,12.23865660787773,0.006799253671043183,1.9411353826989242
17:17:45,17:17:47,13.361585209457814,0.00742310289414323,0.5614643007900426
17:17:47,17:17:49,14.48817052339341,0.00804898362410745,0.5632926569677981
17:17:49,17:17:51,15.42971638685568,0.008572064659364267,0.4707729317311351
17:17:51,17:17:53,17.013538079853433,0.009451965599918573,0.791910846498876
17:17:53,17:17:55,17.708804494769836,0.009838224719316576,0.3476332074582018
17:17:55,17:17:57,18.413361664921272,0.010229645369400707,0.35227858507571774
17:17:57,17:17:59,20.440632248253987,0.011355906804585548,1.0136352916663576
17:17:59,17:18:01,21.393450645389706,0.011885250358549837,0.47640919856785935
17:18:01,17:18:03,22.148258976099516,0.012304588320055286,0.3774041653549052
17:18:03,17:18:05,20.484157829619647,0.011380087683122026,-0.8320505732399344
17:18:05,17:18:07,18.80493220879012,0.010447184560438956,-0.8396128104147635
17:18:07,17:18:09,13.267723225809391,0.0073709573476718835,-2.7686044914903647
17:18:09,17:18:11,9.290201051050705,0.00516122280613928,-1.988761087379343
17:18:11,17:18:13,9.826662451054455,0.005459256917252475,0.2682307000018751
17:18:13,17:18:15,8.709104469479835,0.004838391371933241,-0.5587789907873102
17:18:15,17:18:17,8.472669952671021,0.004707038862595012,-0.11821725840440678
17:18:17,17:18:19,10.164414289417635,0.005646896827454242,0.8458721683733073
17:18:19,17:18:21,10.466194298177522,0.005814552387876401,0.15089000437994304
17:18:21,17:18:23,10.107535765555385,0.0056152976475307695,-0.17932926631106838
17:18:23,17:18:25,9.168703791677888,0.005093724328709938,-0.4694159869387482
17:18:25,17:18:27,9.530908587135482,0.005294949215075268,0.18110239772879666
17:18:27,17:18:29,9.351808139594532,0.005195448966441406,-0.08955022377047506
17:18:29,17:18:31,8.598767116058637,0.004777092842254798,-0.3765205117679473
17:18:31,17:18:33,8.578250494191712,0.004765694718995395,-0.010258310933462411
17:18:33,17:18:35,6.9196542249560515,0.0038442523471978064,-0.8292981346178303
17:18:35,17:18:37,5.889358637196375,0.003271865909553542,-0.5151477938798381
17:18:37,17:18:39,6.726784039886609,0.0037371022443814495,0.41871270134511684
17:18:39,17:18:41,4.974280036894051,0.002763488909385584,-0.8762520014962791
17:18:41,17:18:43,4.748785679913359,0.0026382142666185326,-0.11274717849034577
17:18:43,17:18:45,4.137743377025748,0.00229874632056986,-0.30552115144380565
17:18:45,17:18:47,5.180119885954871,0.002877844381086039,0.5211882544645614
17:18:47,17:18:49,4.785880681388769,0.0026588226007715383,-0.1971196022830508
17:18:49,17:18:51,7.502724943030291,0.004168180523905717,1.358422130820761
17:18:51,17:18:53,7.494633530737019,0.004163685294853899,-0.004045706146635908
17:18:53,17:18:55,9.040166677447413,0.005022314820804118,0.7727665733551969
17:18:55,17:18:57,7.477633760132705,0.004154240977851503,-0.7812664586573539
17:18:57,17:18:59,7.014386480171688,0.0038968813778731603,-0.2316236399805085
17:18:59,17:19:01,8.785865406377784,0.004881036336876547,0.885739463103048
17:19:01,17:19:03,9.015935910485789,0.005008853283603216,0.11503525205400233
17:19:03,17:19:05,9.24290937139632,0.005134949650775733,0.11348673045526603
17:19:05,17:19:07,9.152250032480667,0.005084583351378149,-0.04532966945782668
17:19:07,17:19:09,9.865613882170699,0.005480896601205944,0.3566819248450157
17:19:09,17:19:11,9.781583705050275,0.005434213169472375,-0.042015088560211744
17:19:11,17:19:13,10.264505314144989,0.005702502952302771,0.24146080454735674
17:19:13,17:19:15,7.63997806979385,0.004244432260996583,-1.3122636221755695
17:19:15,17:19:17,7.331859952100012,0.004073255528944451,-0.15405905884691906
17:19:17,17:19:19,6.948309378869388,0.00386017187714966,-0.19177528661531174
17:19:19,17:19:21,5.618327762757725,0.0031212932015320695,-0.6649908080558316
17:19:21,17:19:23,6.9391815632194795,0.0038551008684552662,0.6604269002308771
17:19:23,17:19:25,8.483486346697722,0.004713047970387623,0.7721523917391213
17:19:25,17:19:27,8.608851565206976,0.004782695314003876,0.06268260925462688
17:19:27,17:19:29,9.751396765389932,0.005417442647438851,0.5712726000914783
17:19:29,17:19:31,8.503266692633419,0.0047240370514630104,-0.6240650363782567
17:19:31,17:19:33,9.835463684283832,0.005464146491268796,0.6660984958252065
17:19:33,17:19:35,11.368899834786449,0.00631605546377025,0.7667180752513083
17:19:35,17:19:37,11.965033059954461,0.006647240588863589,0.29806661258400613
17:19:37,17:19:39,12.753271605978691,0.007085150892210384,0.394119273012115
17:19:39,17:19:41,8.40619293995699,0.004670107188864994,-2.173539333010851
17:19:41,17:19:43,9.800538611890252,0.0054447436732723625,0.6971728359666312
17:19:43,17:19:45,11.715942071932599,0.006508856706629222,0.9577017300211734
17:19:45,17:19:47,11.72150578819566,0.0065119476601087,0.0027818581315308677
17:19:47,17:19:49,10.044278496680056,0.005580154720377809,-0.8386136457578024
17:19:49,17:19:51,10.44472646754851,0.005802625815304727,0.20022398543422693
17:19:51,17:19:53,11.48111153130844,0.0063783952951713555,0.518192531879965
17:19:53,17:19:55,10.24422950828766,0.005691238615715366,-0.6184410115103898
17:19:55,17:19:57,8.056496325659143,0.0044758312920328575,-1.0938665913142582
17:19:57,17:19:59,7.298179551471274,0.004054544195261819,-0.37915838709393457
17:19:59,17:20:01,4.853075595478132,0.0026961531085989625,-1.222551977996571
17:20:01,17:20:03,3.72749184316387,0.0020708288017577056,-0.5627918761571311
17:20:03,17:20:05,1.6558978195080283,0.0009199432330600157,-1.035797011827921
17:20:05,17:20:07,0.30899939287545564,0.00017166632937525313,-0.6734492133162864
17:20:07,17:20:09,1.128699128339867,0.0006270550712999261,0.4098498677322057
17:20:09,17:20:11,0.5089423579412761,0.00028274575441182006,-0.3098783851992955
17:20:11,17:20:13,0.45949284528957735,0.0002552738029386541,-0.024724756325849362
17:20:13,17:20:15,0.4499269359308528,0.0002499594088504738,-0.004782954679362267
17:20:15,17:20:17,1.870412739040673,0.0010391181883559295,0.7102429015549101
17:20:17,17:20:19,2.06219658287571,0.0011456647682642834,0.0958919219175185
17:20:19,17:20:21,2.1402650710930544,0.0011890361506072524,0.03903424410867218
17:20:21,17:20:23,2.605715287090824,0.0014476196039393467,0.2327251079988848
17:20:23,17:20:25,3.5560301675599657,0.001975572315311092,0.47515744023457085
17:20:25,17:20:27,2.9654215806989894,0.0016474564337216609,-0.29530429343048814
17:20:27,17:20:29,1.2050458146509502,0.0006694698970283056,-0.8801878830240196
17:20:29,17:20:31,0.8855336393059692,0.0004919631329477606,-0.1597560876724905
17:20:31,17:20:33,0.9775928645082367,0.0005431071469490204,0.04602961260113375
17:20:33,17:20:35,1.301794263088813,0.0007232190350493406,0.1621006992902882
17:20:35,17:20:37,0.081927251394582,4.5515139663656664e-05,-0.6099335058471156
17:20:37,17:20:39,0.5255719529358399,0.0002919844182976888,0.22182235077062895
17:20:39,17:20:41,0.9894697378932952,0.0005497054099407195,0.23194889247872763
17:20:41,17:20:43,1.1132243509359745,0.0006184579727422081,0.06187730652133966
17:20:43,17:20:45,4.1563318918289305,0.002309073273238295,1.521553770446478
17:20:45,17:20:47,2.9373690701631316,0.0016318717056461843,-0.6094814108328994
17:20:47,17:20:49,1.1080171520629858,0.0006155650844794366,-0.9146759590500729
17:20:49,17:20:51,0.8188604443532576,0.0004549224690851431,-0.14457835385486412
17:20:51,17:20:53,1.3766330661480743,0.0007647961478600414,0.2788863108974084
17:20:53,17:20:55,1.2929412880643865,0.0007183007155913258,-0.04184588904184394
17:20:55,17:20:57,1.2424310001319587,0.0006902394445177549,-0.025255143966213867
17:20:57,17:20:59,2.528201143514359,0.0014045561908413106,0.6428850716912002
17:20:59,17:21:01,0.4617762739964975,0.0002565423744424986,-1.0332124347589309
17:21:01,17:21:03,1.8169250277233215,0.001009402793179623,0.677574376863412
17:21:03,17:21:05,1.0776689699303985,0.0005987049832946659,-0.3696280288964615
17:21:05,17:21:07,1.8379712032085436,0.0010210951128936353,0.38015111663907253
17:21:07,17:21:09,0.9511638027535875,0.0005284243348631041,-0.44340370022747805
17:21:09,17:21:11,1.0773926859549554,0.0005985514921971974,0.06311444160068397
17:21:11,17:21:13,1.0337582427912249,0.0005743101348840138,-0.021817221581865276
17:21:13,17:21:15,0.2829716520692109,0.00015720647337178381,-0.37539329536100696
17:21:15,17:21:17,0.2501103480432745,0.0001389501933573747,-0.0164306520129682
17:21:17,17:21:19,1.3346922654746634,0.0007414957030414796,0.5422909587156944
17:21:19,17:21:21,1.9717635545784256,0.0010954241969880142,0.3185356445518811
17:21:21,17:21:23,1.1157880169004417,0.0006198822316113565,-0.4279877688389919
17:21:23,17:21:25,2.4240204194872477,0.0013466780108262488,0.654116201293403
17:21:25,17:21:27,1.1382361740727214,0.0006323534300404007,-0.6428921227072631
17:21:27,17:21:29,1.4124223520361137,0.0007846790844645076,0.13709308898169614
17:21:29,17:21:31,1.4445517427316747,0.0008025287459620415,0.016064695347780544
17:21:31,17:21:33,1.5091238396695754,0.0008384021331497641,0.032286048468950335
17:21:33,17:21:35,6.703577696913436,0.0037242098316185757,2.5972269286219305
17:21:35,17:21:37,4.698192486348148,0.002610106936860082,-1.0026926052826441
17:21:37,17:21:39,3.5620641965252715,0.001978924553625151,-0.5680641449114383
17:21:39,17:21:41,1.085559894808928,0.0006030888304494044,-1.2382521508581719
17:21:41,17:21:43,3.327685237024371,0.001848714020569095,1.1210626711077216
17:21:43,17:21:45,0.6381150945952268,0.0003545083858862371,-1.3447850712145721
17:21:45,17:21:47,0.10298870971355077,5.721594984086154e-05,-0.267563192440838
17:21:47,17:21:49,1.801325221682795,0.0010007362342682195,0.8491682559846222
17:21:49,17:21:51,1.7058546838431383,0.0009476970465795213,-0.04773526891982838
17:21:51,17:21:53,1.4625312094706926,0.0008125173385948293,-0.12166173718622286
17:21:53,17:21:55,0.8768728797028045,0.00048715159983489135,-0.29282916488394406
17:21:55,17:21:57,0.9796992194236404,0.0005442773441242446,0.05141316986041794
17:21:57,17:21:59,0.5075674724584665,0.00028198192914359246,-0.23606587348258695
17:21:59,17:22:01,0.721753841977361,0.00040097435665408947,0.10709318475944729
17:22:01,17:22:03,1.4137759222564072,0.0007854310679202263,0.3460110401395231
17:22:03,17:22:05,0.698366671611838,0.00038798148422879885,-0.35770462532228464
17:22:05,17:22:07,0.4399664393143354,0.0002444257996190752,-0.1292001161487513
17:22:07,17:22:09,0.3042404189590251,0.00016902245497723615,-0.06786301017765514
17:22:09,17:22:11,0.3758510401533139,0.0002088061334185077,0.035805310597144396
17:22:11,17:22:13,0.8769418766686493,0.000487189931482583,0.25054541825766774
17:22:13,17:22:15,0.8272857407428605,0.0004596031893015892,-0.024828067962894385
17:22:15,17:22:17,1.2289087789478461,0.00068272709941547,0.20081151910249279
17:22:17,17:22:19,0.9787996902946013,0.000543777605719223,-0.12505454432662239
17:22:19,17:22:21,0.4687754425159175,0.00026043080139773195,-0.2550121238893419
17:22:21,17:22:23,0.38832475005621164,0.00021573597225345092,-0.04022534622985294
17:22:23,17:22:25,0.3327717491867338,0.00018487319399262988,-0.02777650043473892
17:22:25,17:22:27,0.8746336072194786,0.000485907559566377,0.2709309290163724
17:22:27,17:22:29,1.1302385484099953,0.0006279103046722196,0.12780247059525834
17:22:29,17:22:31,0.7962730844150367,0.00044237393578613156,-0.16698273199747926
17:22:31,17:22:33,0.8584158136778143,0.0004768976742654524,0.031071364631388765
17:22:33,17:22:35,0.9793090987949911,0.0005440606104416617,0.06044664255858839
17:22:35,17:22:37,1.1104173003210183,0.0006168985001783435,0.0655541007630136
17:22:37,17:22:39,1.8512513876444023,0.001028472993135779,0.37041704366169204
17:22:39,17:22:41,2.0030629859729285,0.0011128127699849603,0.0759057991642631
17:22:41,17:22:43,0.45824725107773956,0.00025458180615429976,-0.7724078674475945
