Timestamp,Latitude,Longitude,Altitude
17:15:08  12286,18.6344615,73.8724983,616.0
17:15:08  12400,18.6344641,73.8725,616.0
17:15:08  12613,18.634467,73.8725018,616.0
17:15:09  12528,18.6344696,73.8725035,616.0
17:15:09  12662,18.6344725,73.8725053,616.0
17:15:09  12536,18.6344753,73.8725068,616.0
17:15:09  12454,18.634478,73.8725086,616.0
17:15:09  12930,18.6344806,73.8725105,616.0
17:15:09  12439,18.6344831,73.8725123,616.0
17:15:09  12682,18.6344858,73.8725143,616.0
17:15:09  12578,18.6344885,73.8725161,616.0
17:15:09  12526,18.6344911,73.872518,615.0
17:15:09  12238,18.6344936,73.8725196,615.0
17:15:10  12601,18.6344965,73.8725213,615.0
17:15:10  12719,18.6344991,73.8725231,615.0
17:15:10  12747,18.634502,73.8725248,615.0
17:15:10  12715,18.6345048,73.8725265,615.0
17:15:10  13004,18.6345076,73.8725283,615.0
17:15:10  13247,18.6345105,73.8725305,615.0
17:15:10  12949,18.6345133,73.8725321,615.0
17:15:10  12549,18.6345158,73.8725341,615.0
17:15:10  13528,18.6345188,73.8725358,615.0
17:15:10  12799,18.6345215,73.8725378,615.0
17:15:11  13045,18.6345245,73.8725395,615.0
17:15:11  12712,18.6345271,73.872541,615.0
17:15:11  12910,18.6345301,73.8725426,615.0
17:15:11  12784,18.6345328,73.8725443,615.0
17:15:11  12804,18.6345356,73.872546,615.0
17:15:11  12673,18.6345385,73.8725476,615.0
17:15:11  13238,18.6345413,73.8725495,615.0
17:15:11  13662,18.6345443,73.8725515,615.0
17:15:11  13408,18.6345471,73.8725535,615.0
17:15:11  13591,18.63455,73.8725553,615.0
17:15:12  13489,18.634553,73.8725571,615.0
17:15:12  13258,18.6345556,73.8725591,615.0
17:15:12  13667,18.6345586,73.872561,615.0
17:15:12  13217,18.6345615,73.8725628,615.0
17:15:12  13634,18.6345645,73.8725648,615.0
17:15:12  13208,18.6345673,73.8725665,615.0
17:15:12  12508,18.6345698,73.8725681,615.0
17:15:12  12799,18.6345726,73.87257,615.0
17:15:12  12615,18.6345755,73.8725716,615.0
17:15:12  12373,18.634578,73.8725735,615.0
17:15:13  12512,18.6345806,73.8725753,615.0
17:15:13  12630,18.6345835,73.872577,615.0
17:15:13  12326,18.634586,73.872579,615.0
17:15:13  12202,18.6345886,73.8725806,615.0
17:15:13  11556,18.634591,73.8725823,615.0
17:15:13  10952,18.6345935,73.8725833,615.0
17:15:13  10865,18.634596,73.8725848,615.0
17:15:13  10286,18.6345981,73.872586,615.0
17:15:13  10071,18.6346003,73.8725875,615.0
17:15:13  9889,18.6346023,73.8725891,615.0
17:15:14  9595,18.6346041,73.8725906,615.0
17:15:14  9732,18.6346063,73.872592,615.0
17:15:14  9621,18.6346083,73.8725935,615.0
17:15:14  8950,18.6346101,73.8725945,615.0
17:15:14  8632,18.6346118,73.872596,615.0
17:15:14  9097,18.6346138,73.8725976,615.0
17:15:14  9228,18.6346158,73.872599,615.0
17:15:14  8667,18.6346175,73.8726001,615.0
17:15:14  8837,18.6346193,73.8726016,615.0
17:15:14  8893,18.6346213,73.8726028,615.0
17:15:15  8435,18.634623,73.8726038,615.0
17:15:15  8324,18.6346248,73.872605,615.0
17:15:15  8102,18.6346263,73.8726063,615.0
17:15:15  8537,18.6346281,73.8726075,614.0
17:15:15  8272,18.6346298,73.8726086,614.0
17:15:15  9189,18.6346318,73.8726101,614.0
17:15:15  9432,18.6346336,73.872612,614.0
17:15:15  8446,18.634635,73.8726135,614.0
17:15:15  8841,18.6346368,73.8726148,614.0
17:15:15  9004,18.6346386,73.8726161,614.0
17:15:16  8378,18.6346405,73.8726173,614.0
17:15:16  8085,18.6346425,73.872618,614.0
17:15:16  7939,18.6346441,73.8726191,614.0
17:15:16  7548,18.6346458,73.87262,614.0
17:15:16  8615,18.6346478,73.8726213,614.0
17:15:16  8711,18.6346498,73.872622,614.0
17:15:16  8195,18.6346516,73.872623,614.0
17:15:16  7733,18.6346533,73.872624,614.0
17:15:16  8391,18.6346555,73.872625,614.0
17:15:16  8282,18.6346573,73.8726256,613.0
17:15:17  8304,18.6346595,73.8726261,613.0
17:15:17  8269,18.6346615,73.8726268,613.0
17:15:17  7304,18.6346631,73.8726273,613.0
17:15:17  7637,18.634665,73.8726283,613.0
17:15:17  7589,18.6346666,73.8726293,613.0
17:15:17  7770,18.6346685,73.8726305,613.0
17:15:17  7200,18.63467,73.8726315,613.0
17:15:17  7291,18.6346715,73.8726326,613.0
17:15:17  6200,18.6346725,73.8726335,613.0
17:15:17  6561,18.6346738,73.8726345,613.0
17:15:18  5278,18.6346748,73.8726346,612.0
17:15:18  6272,18.6346761,73.872636,612.0
17:15:18  5661,18.6346775,73.8726365,612.0
17:15:18  4433,18.6346783,73.872637,612.0
17:15:18  5165,18.6346796,73.8726378,612.0
17:15:18  5611,18.6346808,73.872639,612.0
17:15:18  4807,18.634682,73.8726396,612.0
17:15:18  5802,18.6346835,73.8726405,612.0
17:15:18  5870,18.6346848,73.8726415,612.0
17:15:18  5639,18.6346858,73.8726425,612.0
17:15:19  6006,18.6346871,73.8726436,612.0
17:15:19  6300,18.6346885,73.872645,612.0
17:15:19  6009,18.6346896,73.872646,612.0
17:15:19  5941,18.634691,73.8726466,612.0
17:15:19  5944,18.6346923,73.8726473,612.0
17:15:19  5674,18.6346936,73.8726481,612.0
17:15:19  5550,18.6346946,73.8726493,612.0
17:15:19  5348,18.6346955,73.8726506,612.0
17:15:19  5659,18.6346966,73.872652,612.0
17:15:19  5939,18.6346976,73.8726536,612.0
17:15:20  5455,18.6346985,73.872655,612.0
17:15:20  5237,18.6346995,73.872656,612.0
17:15:20  4072,18.6347001,73.8726566,612.0
17:15:20  3974,18.634701,73.8726571,612.0
17:15:20  3389,18.6347016,73.8726576,612.0
17:15:20  3174,18.6347023,73.872658,612.0
17:15:20  0,18.6347028,73.8726583,613.0
17:15:20  3003,18.6347035,73.872659,613.0
17:15:20  3507,18.6347041,73.8726601,613.0
17:15:20  3515,18.6347048,73.872661,613.0
17:15:21  3109,18.6347053,73.8726616,613.0
17:15:21  0,18.6347056,73.8726625,613.0
17:15:21  3483,18.6347063,73.8726635,613.0
17:15:21  0,18.6347065,73.8726643,613.0
17:15:21  3129,18.634707,73.872665,613.0
17:15:21  3524,18.6347076,73.8726658,613.0
17:15:21  3142,18.6347078,73.872667,613.0
17:15:21  0,18.6347083,73.8726675,613.0
17:15:21  0,18.6347088,73.8726683,613.0
17:15:21  0,18.634709,73.8726685,613.0
17:15:22  3170,18.6347093,73.8726696,613.0
17:15:22  0,18.6347098,73.8726701,613.0
17:15:22  3187,18.6347103,73.8726711,613.0
17:15:22  4037,18.6347108,73.8726725,613.0
17:15:22  3998,18.6347111,73.8726736,613.0
17:15:22  3876,18.6347115,73.8726748,613.0
17:15:22  3939,18.634712,73.872676,613.0
17:15:22  3670,18.634712,73.8726771,613.0
17:15:22  0,18.6347121,73.8726776,613.0
17:15:22  0,18.6347123,73.8726786,613.0
17:15:23  0,18.6347123,73.8726793,613.0
17:15:23  3078,18.6347126,73.8726803,613.0
17:15:23  3365,18.634713,73.8726813,614.0
17:15:23  3194,18.6347135,73.8726821,614.0
17:15:23  3518,18.634714,73.8726831,614.0
17:15:23  4391,18.6347146,73.8726845,614.0
17:15:23  4383,18.634715,73.8726856,614.0
17:15:23  3366,18.6347153,73.8726861,614.0
17:15:23  3974,18.6347155,73.8726875,614.0
17:15:23  4070,18.6347158,73.8726886,614.0
17:15:24  4544,18.6347163,73.87269,614.0
17:15:24  5246,18.6347165,73.8726916,614.0
17:15:24  5385,18.6347171,73.8726931,614.0
17:15:24  4179,18.6347168,73.8726941,614.0
17:15:24  5055,18.6347171,73.8726956,614.0
17:15:24  3065,18.6347163,73.8726961,614.0
17:15:24  0,18.6347155,73.8726966,614.0
17:15:24  3237,18.634715,73.8726975,614.0
17:15:24  3576,18.6347145,73.8726983,614.0
17:15:24  3689,18.6347136,73.8726991,614.0
17:15:25  3583,18.6347131,73.8727001,614.0
17:15:25  3679,18.6347125,73.8727008,614.0
17:15:25  3983,18.6347118,73.8727016,614.0
17:15:25  3796,18.634711,73.8727023,614.0
17:15:25  3939,18.6347108,73.8727036,614.0
17:15:25  3941,18.6347108,73.872705,614.0
17:15:25  4483,18.6347105,73.8727063,614.0
17:15:25  5031,18.6347103,73.872708,614.0
17:15:25  6006,18.63471,73.8727096,614.0
17:15:25  6185,18.6347096,73.8727115,614.0
17:15:26  6413,18.6347098,73.8727135,614.0
17:15:26  7198,18.6347096,73.8727156,614.0
17:15:26  7698,18.6347098,73.872718,614.0
17:15:26  7341,18.6347095,73.8727198,614.0
17:15:26  7408,18.63471,73.872722,614.0
17:15:26  7309,18.6347095,73.8727238,614.0
17:15:26  7135,18.6347095,73.8727258,614.0
17:15:26  8235,18.6347103,73.8727283,614.0
17:15:26  7169,18.6347105,73.87273,614.0
17:15:26  6948,18.6347103,73.8727318,614.0
17:15:27  5880,18.63471,73.8727333,614.0
17:15:27  5465,18.6347095,73.8727346,614.0
17:15:27  5228,18.6347095,73.8727361,614.0
17:15:27  4733,18.6347093,73.8727375,615.0
17:15:27  4317,18.6347096,73.8727386,614.0
17:15:27  4642,18.6347098,73.87274,615.0
17:15:27  4398,18.6347098,73.8727413,615.0
17:15:27  4100,18.63471,73.8727425,615.0
17:15:27  4320,18.6347098,73.8727436,615.0
17:15:27  3524,18.6347101,73.8727446,614.0
17:15:28  3200,18.6347106,73.8727455,614.0
17:15:28  3496,18.6347111,73.8727465,614.0
17:15:28  0,18.634711,73.8727473,614.0
17:15:28  3718,18.6347113,73.8727488,614.0
17:15:28  3535,18.6347116,73.8727498,614.0
17:15:28  3918,18.6347118,73.8727511,614.0
17:15:28  3961,18.6347118,73.8727523,614.0
17:15:28  4791,18.6347115,73.8727538,614.0
17:15:28  5091,18.6347111,73.8727555,614.0
17:15:28  6541,18.6347106,73.8727575,614.0
17:15:29  7489,18.634711,73.8727598,614.0
17:15:29  7780,18.6347113,73.872762,614.0
17:15:29  7083,18.6347105,73.8727635,614.0
17:15:29  6770,18.6347093,73.872765,614.0
17:15:29  6169,18.6347083,73.8727663,614.0
17:15:29  5863,18.6347075,73.8727676,615.0
17:15:29  5957,18.6347065,73.8727691,615.0
17:15:29  6296,18.634706,73.872771,615.0
17:15:29  6093,18.6347053,73.8727725,615.0
17:15:29  5868,18.6347043,73.872774,615.0
17:15:30  5998,18.6347033,73.8727751,615.0
17:15:30  5259,18.6347023,73.8727763,615.0
17:15:30  4978,18.6347016,73.8727775,615.0
17:15:30  5181,18.6347006,73.8727786,615.0
17:15:30  4937,18.6347,73.8727798,615.0
17:15:30  4563,18.6346991,73.8727808,615.0
17:15:30  4942,18.6346983,73.872782,615.0
17:15:30  4498,18.6346976,73.872783,615.0
17:15:30  4374,18.6346968,73.872784,615.0
17:15:30  4231,18.6346963,73.8727851,615.0
17:15:31  4554,18.6346958,73.8727865,615.0
17:15:31  4515,18.634695,73.8727875,615.0
17:15:31  4705,18.6346943,73.8727886,615.0
17:15:31  4115,18.6346938,73.8727896,615.0
17:15:31  4061,18.6346933,73.872791,615.0
17:15:31  4113,18.6346931,73.8727923,615.0
17:15:31  4105,18.6346925,73.8727933,615.0
17:15:31  3761,18.6346921,73.8727943,615.0
17:15:31  3718,18.6346916,73.8727953,615.0
17:15:31  4261,18.6346913,73.8727968,615.0
17:15:32  3505,18.6346906,73.8727975,615.0
17:15:32  3476,18.63469,73.8727983,615.0
17:15:32  0,18.6346896,73.8727991,615.0
17:15:32  3003,18.6346891,73.8728,615.0
17:15:32  0,18.634689,73.872801,615.0
17:15:32  0,18.6346885,73.8728015,615.0
17:15:32  0,18.6346883,73.8728021,615.0
17:15:32  0,18.6346878,73.8728026,615.0
17:15:32  0,18.6346878,73.8728031,615.0
17:15:32  0,18.6346876,73.8728036,615.0
17:15:33  0,18.6346875,73.8728041,615.0
17:15:33  0,18.6346873,73.8728045,615.0
17:15:33  0,18.6346871,73.8728046,615.0
17:15:33  0,18.6346871,73.872805,615.0
17:15:33  0,18.6346871,73.8728051,615.0
17:15:33  0,18.6346871,73.8728055,615.0
17:15:33  0,18.6346871,73.8728055,615.0
17:15:33  0,18.6346871,73.8728058,615.0
17:15:33  0,18.6346873,73.872806,615.0
17:15:33  0,18.6346873,73.8728063,615.0
17:15:34  0,18.6346873,73.8728065,615.0
17:15:34  0,18.6346873,73.8728066,615.0
17:15:34  0,18.6346875,73.872807,615.0
17:15:34  0,18.6346875,73.8728071,615.0
17:15:34  0,18.6346875,73.8728073,615.0
17:15:34  0,18.6346875,73.8728075,615.0
17:15:34  0,18.6346875,73.8728076,615.0
17:15:34  0,18.6346875,73.8728078,615.0
17:15:34  0,18.6346876,73.8728081,615.0
17:15:34  0,18.6346876,73.8728085,615.0
17:15:35  0,18.6346876,73.8728086,615.0
17:15:35  0,18.6346876,73.872809,615.0
17:15:35  0,18.6346878,73.8728093,615.0
17:15:35  0,18.6346878,73.8728095,615.0
17:15:35  0,18.6346878,73.8728098,615.0
17:15:35  0,18.6346878,73.8728101,615.0
17:15:35  0,18.6346878,73.8728105,615.0
17:15:35  0,18.6346878,73.8728108,615.0
17:15:35  0,18.6346878,73.872811,614.0
17:15:35  0,18.6346878,73.8728113,614.0
17:15:36  0,18.6346878,73.8728116,614.0
17:15:36  0,18.6346876,73.872812,614.0
17:15:36  0,18.6346876,73.8728123,614.0
17:15:36  0,18.6346876,73.8728126,614.0
17:15:36  0,18.6346876,73.8728128,614.0
17:15:36  0,18.6346875,73.8728133,614.0
17:15:36  0,18.6346873,73.8728135,614.0
17:15:36  0,18.6346871,73.8728138,614.0
17:15:36  0,18.634687,73.8728141,614.0
17:15:36  0,18.6346868,73.8728145,614.0
17:15:37  0,18.6346866,73.872815,614.0
17:15:37  0,18.6346866,73.8728156,614.0
17:15:37  0,18.6346863,73.8728161,614.0
17:15:37  0,18.6346858,73.8728166,614.0
17:15:37  0,18.6346855,73.8728175,614.0
17:15:37  3053,18.634685,73.8728183,614.0
17:15:37  3737,18.6346843,73.8728191,614.0
17:15:37  3811,18.6346836,73.8728201,614.0
17:15:37  4550,18.6346833,73.8728218,615.0
17:15:37  5546,18.6346821,73.8728228,615.0
17:15:38  5961,18.6346815,73.8728245,615.0
17:15:38  6115,18.6346803,73.8728256,615.0
17:15:38  6898,18.6346791,73.8728273,615.0
17:15:38  7326,18.6346778,73.8728288,615.0
17:15:38  7785,18.6346763,73.8728303,615.0
17:15:38  8130,18.6346748,73.8728321,615.0
17:15:38  8161,18.6346731,73.8728336,615.0
17:15:38  9469,18.6346711,73.8728355,615.0
17:15:38  9461,18.6346691,73.872837,615.0
17:15:38  9567,18.6346671,73.8728388,615.0
17:15:39  10411,18.634665,73.8728406,615.0
17:15:39  11367,18.6346625,73.8728425,615.0
17:15:39  11834,18.6346601,73.8728445,615.0
17:15:39  12143,18.6346573,73.872846,615.0
17:15:39  12439,18.6346548,73.8728483,615.0
17:15:39  12928,18.6346526,73.872851,615.0
17:15:39  12978,18.6346506,73.872854,615.0
17:15:39  13580,18.6346483,73.8728568,615.0
17:15:39  13695,18.6346461,73.8728595,615.0
17:15:39  14577,18.6346431,73.872862,615.0
17:15:40  14478,18.634641,73.8728651,615.0
17:15:40  15149,18.6346383,73.8728685,615.0
17:15:40  14667,18.6346356,73.872871,615.0
17:15:40  14538,18.6346328,73.8728735,615.0
17:15:40  15462,18.6346296,73.872876,615.0
17:15:40  15454,18.6346266,73.8728786,615.0
17:15:40  15703,18.6346235,73.8728813,615.0
17:15:40  16101,18.6346203,73.8728841,615.0
17:15:40  16032,18.6346173,73.8728871,615.0
17:15:40  16206,18.6346143,73.8728901,615.0
17:15:41  16908,18.6346113,73.8728936,615.0
17:15:41  17005,18.6346085,73.8728971,615.0
17:15:41  17395,18.6346058,73.8729008,615.0
17:15:41  17131,18.6346028,73.8729041,615.0
17:15:41  17481,18.6345996,73.8729075,615.0
17:15:41  18084,18.6345961,73.8729106,615.0
17:15:41  18268,18.6345926,73.8729138,615.0
17:15:41  18369,18.6345891,73.872917,615.0
17:15:41  18581,18.6345856,73.8729205,615.0
17:15:41  18508,18.6345818,73.8729235,615.0
17:15:42  19008,18.634578,73.8729266,615.0
17:15:42  19312,18.6345743,73.8729301,615.0
17:15:42  19362,18.6345706,73.8729336,615.0
17:15:42  19866,18.634567,73.8729375,615.0
17:15:42  19110,18.6345633,73.8729405,615.0
17:15:42  19857,18.6345593,73.872944,615.0
17:15:42  20103,18.6345556,73.8729476,615.0
17:15:42  19992,18.6345518,73.8729511,615.0
17:15:42  21188,18.6345481,73.8729556,615.0
17:15:42  21251,18.6345445,73.8729596,615.0
17:15:43  21262,18.6345405,73.8729638,615.0
17:15:43  21068,18.6345368,73.8729678,615.0
17:15:43  21296,18.6345326,73.8729715,615.0
17:15:43  21722,18.6345285,73.8729753,615.0
17:15:43  21381,18.6345245,73.8729791,615.0
17:15:43  21566,18.6345203,73.872983,615.0
17:15:43  21823,18.634516,73.8729865,615.0
17:15:43  22292,18.6345113,73.87299,615.0
17:15:43  21627,18.6345073,73.872994,615.0
17:15:43  21616,18.6345033,73.8729976,615.0
17:15:44  22235,18.6344988,73.8730015,615.0
17:15:44  22255,18.6344946,73.8730055,615.0
17:15:44  22407,18.6344903,73.8730093,615.0
17:15:44  22224,18.6344858,73.8730128,615.0
17:15:44  22894,18.6344815,73.8730168,615.0
17:15:44  22746,18.6344773,73.873021,615.0
17:15:44  22359,18.6344735,73.8730255,615.0
17:15:44  22909,18.6344691,73.8730296,615.0
17:15:44  23005,18.6344646,73.8730336,615.0
17:15:44  22859,18.6344605,73.8730376,615.0
17:15:45  23049,18.6344561,73.8730418,615.0
17:15:45  23275,18.6344516,73.873046,615.0
17:15:45  22709,18.6344473,73.8730501,615.0
17:15:45  23650,18.6344426,73.8730541,615.0
17:15:45  23270,18.6344383,73.8730583,615.0
17:15:45  22448,18.6344341,73.8730621,615.0
17:15:45  22814,18.6344298,73.8730661,615.0
17:15:45  22477,18.6344256,73.8730701,615.0
17:15:45  22951,18.6344213,73.8730743,615.0
17:15:45  23161,18.634417,73.8730785,615.0
17:15:46  23638,18.6344123,73.8730826,615.0
17:15:46  23787,18.634408,73.8730868,614.0
17:15:46  23970,18.6344033,73.8730911,614.0
17:15:46  24003,18.6343988,73.8730955,614.0
17:15:46  24109,18.6343945,73.8731,614.0
17:15:46  24663,18.6343898,73.8731045,614.0
17:15:46  24068,18.6343855,73.8731088,614.0
17:15:46  24524,18.6343808,73.8731133,614.0
17:15:46  24083,18.6343765,73.8731178,614.0
17:15:46  24376,18.6343721,73.8731223,614.0
17:15:47  24161,18.6343676,73.8731266,614.0
17:15:47  24422,18.6343631,73.8731311,614.0
17:15:47  24613,18.6343586,73.873136,614.0
17:15:47  24188,18.6343543,73.8731403,614.0
17:15:47  24592,18.6343498,73.873145,614.0
17:15:47  24520,18.6343453,73.8731493,614.0
17:15:47  24018,18.634341,73.8731538,614.0
17:15:47  24459,18.6343363,73.8731583,614.0
17:15:47  24109,18.634332,73.8731628,614.0
17:15:47  24572,18.6343276,73.8731675,614.0
17:15:48  24048,18.6343233,73.873172,614.0
17:15:48  24196,18.6343188,73.8731763,614.0
17:15:48  24646,18.6343143,73.8731811,614.0
17:15:48  24203,18.63431,73.8731858,614.0
17:15:48  24690,18.6343061,73.8731911,615.0
17:15:48  24061,18.6343021,73.873196,615.0
17:15:48  24622,18.634298,73.873201,615.0
17:15:48  24898,18.6342938,73.8732061,615.0
17:15:48  24451,18.6342895,73.8732108,615.0
17:15:48  24600,18.6342851,73.8732155,615.0
17:15:49  24022,18.6342808,73.8732201,615.0
17:15:49  23983,18.6342765,73.8732243,615.0
17:15:49  23746,18.6342721,73.8732286,615.0
17:15:49  23564,18.6342676,73.8732326,615.0
17:15:49  23964,18.6342631,73.8732371,615.0
17:15:49  24179,18.6342585,73.8732413,615.0
17:15:49  24522,18.634254,73.873246,615.0
17:15:49  24257,18.6342495,73.8732503,615.0
17:15:49  24626,18.6342446,73.8732546,615.0
17:15:49  24292,18.6342403,73.8732591,615.0
17:15:50  24687,18.6342356,73.8732636,615.0
17:15:50  24438,18.6342311,73.873268,615.0
17:15:50  24029,18.6342265,73.873272,615.0
17:15:50  24074,18.6342218,73.8732763,615.0
17:15:50  24020,18.6342175,73.8732806,615.0
17:15:50  24146,18.6342126,73.8732846,615.0
17:15:50  23694,18.6342081,73.8732886,615.0
17:15:50  24205,18.6342035,73.873293,615.0
17:15:50  24448,18.634199,73.8732975,615.0
17:15:50  23988,18.6341943,73.8733016,615.0
17:15:51  24022,18.6341898,73.8733058,615.0
17:15:51  23824,18.6341851,73.87331,615.0
17:15:51  24183,18.6341805,73.8733141,616.0
17:15:51  23605,18.6341761,73.8733186,616.0
17:15:51  23581,18.6341715,73.8733225,616.0
17:15:51  23718,18.634167,73.8733265,616.0
17:15:51  23896,18.6341623,73.8733305,616.0
17:15:51  23516,18.6341575,73.8733341,616.0
17:15:51  23724,18.6341531,73.8733385,616.0
17:15:51  23674,18.6341486,73.8733426,616.0
17:15:52  24031,18.634144,73.8733468,616.0
17:15:52  23675,18.6341395,73.873351,616.0
17:15:52  23840,18.634135,73.8733551,616.0
17:15:52  23838,18.6341305,73.8733593,616.0
17:15:52  23714,18.6341258,73.8733631,616.0
17:15:52  23242,18.6341213,73.8733671,616.0
17:15:52  24087,18.6341166,73.8733713,616.0
17:15:52  23805,18.6341121,73.8733755,616.0
17:15:52  23561,18.6341078,73.8733795,616.0
17:15:52  23600,18.634103,73.8733833,616.0
17:15:53  23870,18.6340985,73.8733873,616.0
17:15:53  23613,18.634094,73.8733913,616.0
17:15:53  23562,18.6340893,73.8733955,616.0
17:15:53  23818,18.634085,73.8733998,616.0
17:15:53  23635,18.6340805,73.873404,616.0
17:15:53  23844,18.6340761,73.8734085,616.0
17:15:53  23653,18.6340716,73.8734126,616.0
17:15:53  23770,18.6340671,73.8734168,616.0
17:15:53  23713,18.6340626,73.873421,616.0
17:15:53  23796,18.634058,73.873425,616.0
17:15:54  23498,18.6340536,73.8734293,616.0
17:15:54  24150,18.634049,73.8734335,616.0
17:15:54  23459,18.6340446,73.8734376,616.0
17:15:54  23418,18.6340401,73.8734418,616.0
17:15:54  23846,18.6340356,73.873446,616.0
17:15:54  24027,18.6340311,73.8734501,616.0
17:15:54  24061,18.6340268,73.8734548,616.0
17:15:54  24322,18.6340221,73.8734591,616.0
17:15:54  24181,18.634018,73.8734638,616.0
17:15:54  24563,18.6340133,73.8734683,616.0
17:15:55  24500,18.6340088,73.8734726,616.0
17:15:55  24366,18.6340043,73.873477,616.0
17:15:55  24526,18.6339996,73.8734813,616.0
17:15:55  24653,18.633995,73.8734855,616.0
17:15:55  24648,18.6339903,73.8734898,616.0
17:15:55  24555,18.6339856,73.8734941,616.0
17:15:55  24685,18.6339808,73.8734981,616.0
17:15:55  24613,18.6339761,73.8735023,616.0
17:15:55  24720,18.6339715,73.8735066,616.0
17:15:55  24596,18.6339666,73.8735108,616.0
17:15:56  25109,18.633962,73.8735155,616.0
17:15:56  24537,18.6339575,73.8735198,616.0
17:15:56  24818,18.6339525,73.8735238,616.0
17:15:56  25085,18.6339478,73.8735281,616.0
17:15:56  25109,18.6339431,73.8735326,616.0
17:15:56  24814,18.6339385,73.873537,616.0
17:15:56  25407,18.6339335,73.8735411,616.0
17:15:56  25331,18.6339285,73.8735456,616.0
17:15:56  25253,18.6339236,73.8735498,616.0
17:15:56  25253,18.6339188,73.8735541,616.0
17:15:57  25237,18.633914,73.8735585,616.0
17:15:57  25539,18.633909,73.873563,616.0
17:15:57  25176,18.6339043,73.8735675,616.0
17:15:57  25668,18.6338996,73.873572,616.0
17:15:57  25681,18.6338946,73.8735765,616.0
17:15:57  25718,18.6338898,73.873581,616.0
17:15:57  25707,18.633885,73.8735855,616.0
17:15:57  25850,18.63388,73.8735898,616.0
17:15:57  25565,18.6338753,73.8735943,616.0
17:15:57  25928,18.6338705,73.8735991,616.0
17:15:58  25659,18.6338658,73.8736036,616.0
17:15:58  25666,18.6338608,73.8736081,616.0
17:15:58  25946,18.633856,73.8736128,616.0
17:15:58  25818,18.6338511,73.8736173,616.0
17:15:58  26215,18.6338461,73.873622,616.0
17:15:58  26292,18.6338411,73.8736266,616.0
17:15:58  26307,18.6338361,73.8736311,616.0
17:15:58  26420,18.6338311,73.8736356,616.0
17:15:58  26455,18.6338263,73.8736406,616.0
17:15:58  26594,18.6338213,73.8736451,616.0
17:15:59  26222,18.6338163,73.8736496,616.0
17:15:59  26811,18.6338111,73.8736545,616.0
17:15:59  26641,18.6338063,73.8736593,616.0
17:15:59  26928,18.6338013,73.8736641,616.0
17:15:59  26792,18.6337963,73.8736688,616.0
17:15:59  26841,18.6337915,73.873674,616.0
17:15:59  26770,18.6337865,73.8736786,616.0
17:15:59  26926,18.6337815,73.8736835,616.0
17:15:59  27039,18.6337763,73.8736883,616.0
17:15:59  27005,18.6337715,73.8736933,616.0
17:16:00  26970,18.6337663,73.873698,616.0
17:16:00  27109,18.6337615,73.8737028,616.0
17:16:00  26498,18.6337563,73.8737075,616.0
17:16:00  26694,18.6337515,73.8737123,616.0
17:16:00  26498,18.6337465,73.873717,616.0
17:16:00  26287,18.6337418,73.8737216,616.0
17:16:00  26283,18.6337368,73.8737263,616.0
17:16:00  25590,18.6337321,73.873731,616.0
17:16:00  25957,18.6337273,73.8737355,616.0
17:16:00  25159,18.6337226,73.8737401,616.0
17:16:01  24685,18.6337181,73.8737445,616.0
17:16:01  24550,18.6337136,73.873749,616.0
17:16:01  23877,18.6337093,73.8737533,616.0
17:16:01  23998,18.633705,73.8737578,616.0
17:16:01  24194,18.6337006,73.8737623,616.0
17:16:01  23361,18.6336965,73.8737665,616.0
17:16:01  23407,18.6336921,73.8737708,616.0
17:16:01  22701,18.633688,73.8737748,616.0
17:16:01  22818,18.6336838,73.873779,616.0
17:16:01  22388,18.6336798,73.8737831,616.0
17:16:02  22225,18.6336758,73.8737871,616.0
17:16:02  21973,18.6336716,73.8737913,616.0
17:16:02  21088,18.6336676,73.873795,617.0
17:16:02  20999,18.6336636,73.8737986,617.0
17:16:02  20866,18.6336598,73.8738025,617.0
17:16:02  20568,18.633656,73.8738061,617.0
17:16:02  19971,18.6336526,73.87381,617.0
17:16:02  20181,18.633649,73.8738136,617.0
17:16:02  19921,18.6336453,73.8738173,617.0
17:16:02  18960,18.6336421,73.873821,617.0
17:16:03  18675,18.6336386,73.8738241,617.0
17:16:03  18040,18.6336355,73.8738275,617.0
17:16:03  18495,18.6336325,73.8738315,617.0
17:16:03  17597,18.6336295,73.8738345,617.0
17:16:03  17127,18.6336265,73.8738378,617.0
17:16:03  16714,18.6336236,73.873841,617.0
17:16:03  16249,18.6336208,73.8738441,617.0
17:16:03  15669,18.6336181,73.8738471,617.0
17:16:03  15586,18.6336156,73.8738503,617.0
17:16:03  15295,18.6336131,73.8738533,617.0
17:16:04  14284,18.6336108,73.873856,617.0
17:16:04  13849,18.6336086,73.8738586,617.0
17:16:04  13756,18.6336063,73.8738613,617.0
17:16:04  12713,18.6336043,73.8738638,617.0
17:16:04  12513,18.6336023,73.8738663,617.0
17:16:04  12232,18.6336003,73.8738686,617.0
17:16:04  11886,18.6335985,73.873871,617.0
17:16:04  11397,18.6335963,73.873873,617.0
17:16:04  11223,18.6335945,73.8738751,617.0
17:16:04  9760,18.6335931,73.873877,617.0
17:16:05  9097,18.6335918,73.8738788,617.0
17:16:05  9315,18.6335903,73.8738808,617.0
17:16:05  8830,18.6335891,73.8738826,617.0
17:16:05  8091,18.633588,73.8738841,617.0
17:16:05  7002,18.6335868,73.8738853,617.0
